concept;feature
parakeet;has a beak
parakeet;has wings
parakeet;is a pet
parakeet;is a parrot
parakeet;does fly
parakeet;is an animal
parakeet;is noisy_loud
parakeet;is exotic
parakeet;has claws
parakeet;is found in zoos
parakeet;is kept in a cage
parakeet;does eat
parakeet;does squawk
parakeet;has a tail
parakeet;is not found in Britain
parakeet;has legs
parakeet;does mimic
parakeet;does sing
parakeet;does sit on a perch
parakeet;does speak_talk
parakeet;has feet
parakeet;has two feet
parakeet;is green
parakeet;is small
parakeet;is white
parka;has a hood
parka;is warm
parka;is a coat
parka;has pockets
parka;has a zip
parka;made of fabric_cloth_material
parka;is a jacket
parka;is furry
parka;is worn
parka;is watertight_waterproof
parka;does keep dry
parka;is green
parka;is clothing
parka;does keep warm
parka;has padding
parka;has sleeves
parka;does protect
parka;has buttons
parka;is big_large
parka;made of plastic
parka;has a lining
parka;is an anorak
parka;is comfortable
parka;is knee length
parka;is long
parka;made of wool
parka;does protect from weather
parka;has a fur hood
parka;is light
parka;is thick
parka;is worn when cold
parka;made of polyester
parsley;is a herb
parsley;is green
parsley;has leaves
parsley;has a stalk_stem
parsley;is a plant
parsley;does flavour
parsley;is used in cooking
parsley;is eaten_edible
parsley;is tasty
parsley;does smell_is smelly
parsley;has a strong flavour
parsley;has roots
parsley;is a garnish
parsley;is for food
parsley;is found in gardens
parsley;is grown
parsley;does grow
parsley;does photosynthesise
parsley;is flat leafed
parsley;is small
parsley;is a vegetable
parsley;does smell good_nice
parsley;has curly leaves
parsley;has small leaves
parsley;has thin stems
parsley;has vitamins
parsley;is alive
parsley;is found in the kitchen
parsley;is fresh
parsley;is healthy
parsley;is leafy
parsley;is light
parsley;is pungent
parsley;is used in sauces
parsley;is used in small quantities
partridge;is a bird
partridge;has feathers
partridge;has a beak
partridge;has wings
partridge;does fly
partridge;is eaten_edible
partridge;is in a pear tree
partridge;is associated with Christmas
partridge;has legs
partridge;is small
partridge;does nest
partridge;has a tail
partridge;is a game bird
partridge;does lay eggs
partridge;has two legs
partridge;is alive
partridge;is an animal
partridge;is shot
partridge;has claws
partridge;has eyes
partridge;has feet
partridge;is brown
partridge;is fat
partridge;is tasty
partridge;does live in grassland
partridge;does nest on the ground
partridge;does sing
partridge;has thin legs
partridge;is found in the country
partridge;is grey
partridge;is medium size
partridge;is pigeon size
partridge;is used in sport
peach;has a stone
peach;is a fruit
peach;has skin_peel
peach;is furry
peach;is juicy
peach;is soft
peach;does grow
peach;is circular_round
peach;is sweet
peach;is orange
peach;does grow on trees
peach;has flesh
peach;is eaten_edible
peach;is tasty
peach;is yellow
peach;is healthy
peach;is pink
peach;does grow in hot countries
peach;is associated with summer
peach;does go off
peach;does smell_is smelly
peach;has fuzzy skin
peach;has soft skin
peach;has yellow flesh
peach;is eaten as dessert
peach;is like a nectarine
peach;is made into juice
peach;is messy
peach;is peach coloured
peach;is red
peach;is small
peach;is smooth
peach;is soft when ripe
peach;is used in cooking
peacock;is a bird
peacock;has feathers
peacock;is colourful
peacock;has a tail
peacock;is pretty_attractive_beautiful
peacock;has beautiful feathers
peacock;has a beak
peacock;has a mating ritual
peacock;is blue
peacock;does display
peacock;has long feathers
peacock;is found in stately homes
peacock;is noisy_loud
peacock;is proud
peacock;does strut
peacock;has a big tail
peacock;has bright feathers
peacock;has a head
peacock;has a small head
peacock;is green
peacock;is male
peacock;does fly
peacock;has a crest
peacock;has feet
peacock;has two feet
peacock;does lay eggs
peacock;does screech
peacock;does walk
peacock;has a fanned tail
peacock;has an extravagant tail
peacock;has tail feathers
peacock;is majestic
peacock;does display feathers
peacock;does eat
peacock;does not fly
peacock;has a cry
peacock;has a small beak
peacock;has legs
peacock;is an animal
peacock;is big_large
peacock;is exotic
peacock;is found in Asia
peacock;is found in zoos
peanut;is a nut
peanut;is small
peanut;is eaten_edible
peanut;is salted
peanut;has a shell
peanut;is brown
peanut;is food
peanut;does make butter
peanut;is an allergen
peanut;is roasted
peanut;is tasty
peanut;is a snack
peanut;is circular_round
peanut;is crunchy
peanut;has nuts
peanut;is eaten by elephants
peanut;is hard
peanut;is healthy
peanut;is light brown
peanut;is used in cooking
peanut;does grow
peanut;has protein
peanut;has skin_peel
peanut;is a pulse
peanut;is high in calories
peanut;is honeyed
peanut;is oily
peanut;is sold_bought in supermarkets_shops
peanut;is used on toast
peanut;does choke
peanut;does grow in ground
peanut;does grow on plants
peanut;does make spread
peanut;has a figure of 8 shell
peanut;has a strange shape
peanut;has oil
peanut;is eaten by monkeys
peanut;is from a tree
peanut;is light
peanut;is yellow
pear;is a fruit
pear;is green
pear;does grow on trees
pear;has a stalk_stem
pear;does grow
pear;has pips_seeds
pear;has skin_peel
pear;is sweet
pear;is eaten_edible
pear;is juicy
pear;is tasty
pear;has flesh
pear;is a shape
pear;is hard
pear;is healthy
pear;has a core
pear;has white flesh
pear;is bell shaped
pear;is pear shaped
pear;does go off
pear;is brown
pear;is grown
pear;is made into juice
pear;is soft
pear;is used in cooking
pear;is used to describe a body shape
pear;has a bulbous end
pear;is a funny shape
pear;is ripe in autumn
pear;is sold_bought
pear;is unpleasant
pear;made of water_is watery
peas;is green
peas;is a vegetable
peas;is small
peas;is found in pods
peas;is circular_round
peas;is eaten_edible
peas;does grow
peas;is healthy
peas;is sweet
peas;is mushy
peas;is frozen
peas;is grown
peas;is tasty
peas;does grow on plants
peas;is boiled
peas;is used in cooking
peas;goes with fish and chips
peas;is a seed
peas;is soft
peas;does come in bags
peas;has protein
peas;is eaten in salad
peas;is for soup
peas;is found in gardens
peas;is hard
peas;is popular
peas;is soft when cooked
peas;is sold_bought in supermarkets_shops
peas;is spherical
peas;is tasteless_bland
peas;is wrinkly
peeler;made of metal
peeler;does peel
peeler;does peel vegetables
peeler;has a handle_handles
peeler;is sharp
peeler;is found in kitchens
peeler;has a blade_blades
peeler;made of plastic
peeler;does peel fruit
peeler;is a utensil
peeler;is a kitchen utensil
peeler;is used to remove skin
peeler;is useful
peeler;is small
peeler;is a tool
peeler;is handheld
peeler;does remove
peeler;has a sharp blade_blades
peeler;is used to peel potatoes
peeler;made of wood
peeler;does hurt
peeler;does peel apples
peeler;does work
peeler;is cheap
peeler;is in a drawer
peeler;is light
peeler;is like a knife
peeler;is used by cooks_chefs
peeler;made of metal and plastic
peg;made of wood
peg;made of plastic
peg;is for hanging things up
peg;made of metal
peg;is for washing_laundry
peg;is small
peg;has a spring
peg;is found on a washing line
peg;is useful
peg;is for clothes
peg;does hold things together
peg;is used to hold
peg;does hold down tents
peg;does pinch
peg;is for hanging coats
peg;is in a peg bag
peg;is used on noses
peg;does attach things
peg;has a metal spring
peg;has legs
peg;has teeth
peg;is cheap
peg;is for closing bags
peg;is found in schools
peg;is light
peg;is old fashioned
peg;is symmetrical
peg;is used to dry
peg;is used to secure
pelican;has a beak
pelican;is a bird
pelican;has wings
pelican;has a big beak
pelican;does fly
pelican;has feathers
pelican;does eat fish
pelican;does eat
pelican;is big_large
pelican;is a water bird
pelican;is white
pelican;has feet
pelican;does swim
pelican;has legs
pelican;is black
pelican;has a throat pouch
pelican;has webbed feet
pelican;is an animal
pelican;is found in seas
pelican;does lay eggs
pelican;has a long beak
pelican;has an orange beak
pelican;has big wings
pelican;does catch fish
pelican;does eat pigeons
pelican;does scoop
pelican;has a tail
pelican;has eyes
pelican;has two legs
pelican;is a big bird
pelican;is alive
pelican;is black and white
pelican;is colourful
pelican;is found in Africa
pelican;is found in flocks
pelican;is in St Jamess Park
pen;has ink
pen;is used to write
pen;made of plastic
pen;has a nib
pen;made of metal
pen;is useful
pen;has a lid
pen;is a tool
pen;is thin
pen;is long
pen;does come in colours
pen;is a writing implement
pen;has a cartridge
pen;is long and thin
pen;is a fountain pen
pen;is cheap
pen;is light
pen;has varieties
pen;is a biro
pen;is black
pen;is expensive
pen;is handheld
pen;is small
pen;is used for drawing
pen;is vital
pencil;is used for writing
pencil;made of wood
pencil;made of lead
pencil;made of graphite
pencil;is erasable
pencil;is used for drawing
pencil;does need sharpening
pencil;has a point
pencil;has an eraser
pencil;is long
pencil;is thin
pencil;is a writing implement
pencil;is sharp
pencil;is useful
pencil;is soft
pencil;does come in colours
pencil;does break
pencil;has a nib
pencil;is grey
pencil;is stationery
pencil;is used on paper
pencil;does get shorter
pencil;does shade
pencil;is a tool
pencil;is cheap
pencil;is cylindrical
pencil;is for children
pencil;is found in schools
pencil;is light
pencil;is like a pen
pencil;is made from recycled plastic
penguin;is a bird
penguin;does swim
penguin;does not fly
penguin;is black
penguin;is white
penguin;is black and white
penguin;does live in Antarctica
penguin;has wings
penguin;does eat fish
penguin;does lay eggs
penguin;does eat
penguin;does waddle
penguin;has a beak
penguin;has feathers
penguin;has feet
penguin;is found in cold climates
penguin;does huddle
penguin;has flippers
penguin;has webbed feet
penguin;does live in groups
penguin;does care for its young
penguin;is a good swimmer
penguin;is an animal
penguin;is hunted by whales
penguin;has fat
penguin;has waterproof feathers
penguin;is aerodynamic_streamlined
penguin;is cute
penguin;is found in zoos
penguin;is hunted_is prey
penguin;does dive
penguin;does hunt
penguin;does keep eggs on its feet
penguin;does live on icebergs
penguin;does migrate
penguin;has big feet
penguin;has legs
penguin;has short legs
penguin;is a good parent
penguin;is cold
penguin;is hunted by sealions
penguin;is small
penknife;made of metal
penknife;is sharp
penknife;is small
penknife;made of plastic
penknife;does cut
penknife;is useful
penknife;has a blade_blades
penknife;has other tools included
penknife;does fold
penknife;has a handle_handles
penknife;is a knife
penknife;is a tool
penknife;is dangerous
penknife;is found in pockets
penknife;is for camping
penknife;has uses
penknife;is a small knife
penknife;is a weapon
penknife;is used by boys
penknife;has a corkscrew
penknife;has a cover
penknife;has a hinge_hinges
penknife;has knives
penknife;has scissors
penknife;is carried
penknife;is red
penknife;does flick out
penknife;does kill
penknife;does slice
penknife;does stab
penknife;has a nail file
penknife;has accessories
penknife;is a gadget
penknife;is a multi tool
penknife;is a Swiss army knife
penknife;is used by the scouts
penknife;is used outdoors
penknife;made of wood
pennicillin;is an antibiotic
pennicillin;is a drug
pennicillin;does treat infections
pennicillin;does kill bacteria
pennicillin;is medicine
pennicillin;is a fungus
pennicillin;is discovered by Alexander Flemming
pennicillin;is prescribed
pennicillin;does cure
pennicillin;does treat illness
pennicillin;is a pill
pennicillin;is grown by mould
pennicillin;is used by doctors
pennicillin;does save lives
pennicillin;has side effects
pennicillin;is an allergen
pennicillin;is injected
pennicillin;is small
pennicillin;is used in hospital
pennicillin;is useful
pennicillin;is widely used
pennicillin;does cure syphilis
pennicillin;does good
pennicillin;does help people
pennicillin;has resistance by bacteria
pennicillin;is a chemical
